,Title,Organization,Skills,Ratings,Review counts,Metadata
470,Cancer Biology,Johns Hopkins University," Radiology, Patient Education and Support, Clinical Trials, Life Sciences, Treatment Planning, Patient Treatment, General Medical Tests and Procedures, Clinical Research, Image Analysis, Surgery, Anatomy, Risk Analysis, Medical Terminology, Epidemiology, Health Care, Medical Science and Research, Science and Research",4.6,324 reviews,Beginner · Course · 1 - 4 Weeks
471,The Singer Songwriter,Berklee," File Management, Peer Review, Self-Awareness, Media Production, Creativity, Multimedia, Automation, Verbal Communication Skills, Storytelling, Writing, Public Speaking, Personal Development, Content Creation, Software Installation, Computer Programming",4.8,3.2K reviews,Beginner · Course · 1 - 4 Weeks
472,The DIY Musician,Berklee," Fundraising and Crowdsourcing, Peer Review, Project Planning, Active Listening, Leadership, Strategic Partnership, Media Production, Marketing Planning, Social Media, Professional Networking, Creativity, Campaign Management, Constructive Feedback, Content Creation, Storytelling, Writing, Data Import/Export, Editing, Multimedia, File Management",4.8,559 reviews,Beginner · Specialization · 1 - 3 Months
473,Work Smarter with Microsoft Excel,Microsoft," Microsoft Excel, Excel Formulas, Data Visualization, Spreadsheet Software, Microsoft 365, Productivity Software, Data Analysis Software, Data Import/Export, Data Management, File Management",4.8,108 reviews,Beginner · Course · 1 - 3 Months
474,Decentralized Finance (DeFi): The Future of Finance,Duke University," Blockchain, Lending and Underwriting, Loans, FinTech, Operational Risk, Scalability, Security Testing, Interoperability, Payment Systems, General Lending, Risk Management, Consumer Lending, Derivatives, Key Management, Credit Risk, Cryptography, Emerging Technologies, Financial Regulations, Digital Assets, Financial Systems",4.8,6.1K reviews,Mixed · Course · 1 - 4 Weeks
475,Good with Words: Writing and Editing,University of Michigan," Writing and Editing, Editing, Constructive Feedback, Concision, Writing, Organizational Skills, Proofreading, Storytelling, Time Management, Planning, Detail Oriented, Communication, Brainstorming, Persistence, Content Creation, Overcoming Obstacles, Grammar, Resourcefulness, Lifelong Learning, Decision Making",4.4,1.2K reviews,Beginner · Course · 1 - 4 Weeks
476,Child Nutrition and Cooking,Stanford University," Cooking, Pediatrics, Food and Beverage, Food Safety and Sanitation, Preventative Care, Family Medicine, Parent Communication, Planning, Environment and Resource Management, Culture",4.7,2.7K reviews,Beginner · Course · 1 - 3 Months
477,Assets in Accounting,Intuit," Inventory Accounting, Inventory Control, Depreciation, Fixed Asset, Property Accounting, Asset Management, Accounting, Financial Statements, Lease Contracts, Bookkeeping, Financial Reporting, Income Statement, Balance Sheet",4.8,9.4K reviews,Beginner · Course · 1 - 3 Months
478,Foundations for Assisting in Home Care,The State University of New York," Home Health Care, Cultural Diversity, Caregiving, Disabilities, Pediatrics, Long Term Care, Personal Care, Communication, Mental Health, Activities of Daily Living (ADLs), Food and Beverage, Patient Safety",4.8,4.2K reviews,Beginner · Specialization · 3 - 6 Months
479,U.S. Federal Taxation,University of Illinois Urbana-Champaign," Corporate Tax, Income Tax, Partnership Accounting, Tax Laws, Tax Returns, Tax Compliance, Depreciation, Tax Preparation, Liquidation, Property Accounting, Payroll Tax, Tax Planning, Corporate Finance, Tax, Payroll, Real Estate Transactions, Specialized Accounting, Strategic Decision-Making, Organizational Structure, Expense Management",4.7,3.5K reviews,Beginner · Specialization · 3 - 6 Months
480,Professionalism in Allied Health,MedCerts," Conflict Management, Cultural Responsiveness, Cultural Diversity, Cultural Sensitivity, Professionalism, Patient Education and Support, Professional Development, Verbal Communication Skills, Time Management, Emotional Intelligence, Teamwork, Interpersonal Communications, Communication, Empathy, Ethical Standards And Conduct, Stress Management, Relationship Building",4.8,685 reviews,Beginner · Course · 1 - 3 Months
481,Advanced Embedded Linux Development,IBM," Agile Methodology, Embedded Software, Embedded Systems, System Programming, Software Testing, Linux, Software Development Methodologies, Docker (Software), Git (Version Control System), Containerization, Linux Commands, Linux Administration, File Systems, C++ (Programming Language), Shell Script, Electrical and Computer Engineering, Debugging, OS Process Management, Internet Of Things, Operating Systems",4.3,134 reviews,Beginner · Course · 1 - 3 Months
482,Introduction to Software Engineering,Infosec," Software Development Life Cycle, Development Environment, Software Engineering, Software Architecture, Software Design, Programming Principles, Unified Modeling Language, Agile Methodology, Software Development, Scrum (Software Development), Web Development, Cloud Development, Integrated Development Environments, Application Development, Back-End Web Development, Front-End Web Development, Computer Programming, Python Programming",4.7,3K reviews,Intermediate · Specialization · 1 - 3 Months
483,Photography Basics and Beyond: From Smartphone to DSLR,Duke University," Design Elements And Principles, Peer Review, Graphic and Visual Design, Post-Production, Project Planning, Color Theory, Digital Design, Constructive Feedback, File Management, Adobe Creative Cloud, Creativity, Creative Design, Project Management, Storytelling, Content Creation, Aesthetics, Electronic Media, Editing, Liberal Arts, Writing",4.7,6.5K reviews,Beginner · Specialization · 3 - 6 Months
484,Financial Management,"University of California, Irvine"," Financial Statement Analysis, Financial Statements, Return On Investment, Risk Management, Balance Sheet, Accounts Receivable, Inventory Control, Business Risk Management, Credit Risk, Income Statement, Inventory Management, Stakeholder Communications, Operational Risk, Resource Allocation, Proposal Development, Cash Management, Capital Budgeting, Financial Analysis, Cash Flows, Operational Efficiency",4.9,95 reviews,Beginner · Specialization · 1 - 3 Months
485,AI for Medical Diagnosis,IBM," Image Analysis, Predictive Modeling, Risk Modeling, Data Processing, Artificial Intelligence, Classification And Regression Tree (CART), Applied Machine Learning, Computer Vision, Deep Learning, Natural Language Processing, Machine Learning, Radiology, Artificial Neural Networks, Probability & Statistics, Supervised Learning",4.7,2K reviews,Beginner · Specialization · 3 - 6 Months
486,International Law in Action: the Arbitration of International Disputes,University of Michigan," Diplomacy, International Relations, Political Sciences, Conflict Management, Law, Regulation, and Compliance",4.8,1.2K reviews,Intermediate · Specialization · 3 - 6 Months
487,AI Applications in People Management ,Duke University," HR Tech, Human Resources, Data Ethics, Data-Driven Decision-Making, Artificial Intelligence and Machine Learning (AI/ML), People Management, Artificial Intelligence, Employee Engagement, Machine Learning, Employee Retention, Predictive Analytics, Blockchain",4.8,243 reviews,Intermediate · Specialization · 3 - 6 Months
488,Accounting 1,Stanford University," Balance Sheet, Income Statement, Cash Flows, Financial Accounting, Cash Management, Financial Statements, Accounting, Financial Statement Analysis, Bookkeeping, Working Capital, General Accounting, Accrual Accounting, Financial Reporting, Financial Analysis",4.8,108 reviews,Beginner · Course · 3 - 6 Months
489,School Health for Children and Adolescents,Novartis," Parent Communication, Care Coordination, Disabilities, Preventative Care, Community Mental Health Services, Medical Emergency, Mental Health, Instructional Strategies, First Aid, Patient Education and Support, Classroom Management, Education and Training, Pediatrics, Differentiated Instruction, Emergency Response, Positive Behavior Support, Behavioral Health, Physical Therapy, Health Care, Food and Beverage",4.8,3.3K reviews,Intermediate · Specialization · 3 - 6 Months
490,International Women's Health and Human Rights,University of Pennsylvania," Gerontology, Community and Social Work, Social Justice, Socioeconomics, Human Services, Advocacy, Education and Training, Health Care, Cultural Diversity, Epidemiology, Labor Law, Infectious Diseases, Pediatrics, Economics, Public Safety and National Security",4.9,1.7K reviews,Mixed · Course · 1 - 4 Weeks
491,Python and Statistics for Financial Analysis,Universiteit Leiden," Statistical Inference, Statistical Methods, Pandas (Python Package), Probability & Statistics, Risk Analysis, Statistics, Financial Trading, Financial Data, Data Manipulation, Statistical Analysis, Regression Analysis, Financial Analysis, Jupyter, Financial Modeling, Python Programming, Data Import/Export",4.4,4.4K reviews,Mixed · Course · 1 - 3 Months
492,Foundations of Software Testing and Validation,University of Leeds," Data Storytelling, Marketing Automation, Web Analytics, Marketing Effectiveness, Marketing Analytics, Customer Insights, Digital Marketing, Market Analysis, Google Analytics, Social Media Marketing, Customer Analysis, Search Engine Marketing, Advertising Campaigns, Marketing Strategies, Social Media Strategy, Performance Reporting, Search Engine Optimization, Marketing Planning, Predictive Analytics, MarTech",4.6,325 reviews,Beginner · Course · 1 - 4 Weeks
493,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University," Writing and Editing, Editing, Constructive Feedback, Concision, Writing, Organizational Skills, Proofreading, Storytelling, Time Management, Planning, Detail Oriented, Brainstorming, Persistence, Content Creation, Overcoming Obstacles, Grammar, Resourcefulness, Lifelong Learning, Decision Making, Professional Development",4.7,1.1K reviews,Intermediate · Specialization · 3 - 6 Months
494,Goodwill® Career Coach and Navigator,Goodwill Industries International," Patient Education and Support, Life Sciences, Treatment Planning, Patient Treatment, General Medical Tests and Procedures, Clinical Research, Medical Science and Research, Image Analysis, Surgery, Anatomy, Radiology, Risk Analysis, Clinical Trials, Epidemiology, Health Care, General Science and Research, Science and Research",4.7,360 reviews,Beginner · Professional Certificate · 3 - 6 Months
495,Science of Exercise,University of Colorado Boulder," Machine Controls, Mathematical Modeling, Engineering Calculations, Engineering, Mechanics, Mechanical Engineering, Artificial Intelligence, Engineering Analysis, Automation, Numerical Analysis, Manufacturing and Production, Process Control, Simulation and Simulation Software, Virtual Environment, Graph Theory, Torque (Physics), Algorithms, Differential Equations, Simulations, Matlab",4.8,4.6K reviews,Beginner · Course · 1 - 4 Weeks
